37;127;6,8,8,5,7,9,1,8,9
84;187;9,6,10,5,1,9,10,6,10
9;148;9,1,3,8,2,7,3,7,1
70;149;5,5,5,1,5,10,7,10,7
57;156;7,2,3,7,3,3,2,1,3
93;152;10,10,1,1,6,10,2,4,4
91;146;1,7,6,10,9,7,9,1,4
88;102;9,6,10,5,4,4,4,5,8
13;108;2,7,9,1,1,3,5,3,4
71;100;1,9,3,4,9,7,10,1,3
33;188;10,8,7,3,5,3,7,6,1
19;141;8,10,1,9,4,9,8,10,10
75;124;1,9,6,8,10,9,3,6,4
39;178;8,6,8,10,6,5,8,10,2
27;108;6,1,10,8,3,9,7,7,9
11;108;4,2,1,9,6,3,2,3,8
4;102;1,1,7,4,1,10,5,10,10
15;102;7,9,7,10,7,2,1,8,2
31;130;1,8,10,4,4,9,2,3,2
52;191;10,2,10,5,9,3,9,2,3
30;152;1,9,8,1,6,3,1,5,9
57;108;2,7,6,9,1,4,3,5,8
38;146;1,3,3,1,1,9,7,5,9
12;114;1,9,2,1,7,8,6,5,5
16;117;6,4,6,9,7,3,4,10,10
88;175;5,10,9,10,1,4,2,1,3
30;145;9,6,1,4,2,6,3,8,3
77;139;2,9,8,7,2,9,5,4,7
1;170;9,4,7,9,7,3,1,3,10
3;136;1,10,2,4,9,4,9,8,10
26;165;1,1,1,9,7,8,2,9,8
50;104;7,7,5,1,5,8,7,9,1
93;188;1,8,5,6,4,1,6,4,7
99;150;1,2,2,5,10,4,2,10,2
37;143;4,1,3,10,1,4,8,6,6
3;168;6,8,6,6,10,8,10,8,4
3;172;4,6,9,9,7,4,8,2,2
54;149;7,4,10,9,6,7,10,7,9
4;125;6,7,3,3,2,7,9,6,9
48;153;2,3,2,1,4,1,4,4,7
11;158;8,6,1,1,7,8,9,5,2
36;196;4,5,10,3,2,8,9,1,10
81;128;10,3,6,4,10,10,9,6,2
87;136;1,10,5,9,1,9,5,9,10
77;113;2,3,5,1,7,9,9,1,8
4;161;1,5,10,5,5,10,8,8,8
62;117;7,2,2,5,2,10,2,3,10
92;187;1,1,7,4,8,8,8,5,2
74;159;2,7,1,4,7,7,4,8,3
22;171;8,8,5,5,3,9,5,6,5
86;138;2,2,1,4,8,7,7,6,1
33;146;3,5,1,10,9,10,7,5,8
11;127;4,9,4,4,5,5,5,1,1
51;180;4,6,9,8,1,1,1,7,6
28;196;9,3,7,9,7,5,10,8,7
25;196;7,2,3,7,1,5,5,10,7
31;104;9,7,6,8,6,2,9,6,4
82;148;9,10,4,6,1,3,10,1,7
60;105;10,7,3,9,8,10,1,9,5
2;176;10,1,7,4,2,9,4,4,5
27;115;8,10,8,5,2,3,10,5,8
16;150;4,1,3,9,2,3,10,3,2
51;148;10,9,1,1,4,7,8,10,9
53;122;3,5,8,5,10,9,6,7,1
15;180;10,3,2,1,5,7,4,1,9
69;156;8,2,4,7,1,2,10,7,1
60;190;3,9,8,2,7,8,10,7,6
69;109;10,5,7,7,6,6,7,1,7
94;196;10,6,10,2,5,5,4,10,10
68;150;10,10,4,10,9,9,9,8,3
55;162;10,5,4,4,10,8,10,1,5
71;104;4,7,6,3,2,3,4,6,6
80;166;7,2,1,4,7,1,1,7,5
61;169;6,2,9,2,9,2,9,3,1
75;161;9,9,3,9,3,1,2,3,1
17;182;2,3,4,8,4,6,6,9,9
65;193;8,1,1,1,4,7,5,8,10
98;172;9,7,2,9,10,5,2,3,4
59;102;1,5,6,5,9,9,8,6,2
74;151;5,10,8,3,3,3,9,4,1
20;161;9,8,2,10,7,1,1,4,8
55;136;8,7,8,10,5,9,3,6,4
63;184;8,7,3,6,3,3,5,1,10
3;126;9,4,1,10,2,4,4,2,10
41;152;10,8,8,3,10,8,2,4,4
99;134;4,7,9,2,5,10,1,5,10
16;110;5,5,5,7,6,8,4,7,9
11;159;10,6,2,9,10,8,5,9,3
3;122;8,9,3,2,6,4,8,3,8
99;113;9,8,2,3,2,8,4,7,1
48;100;8,2,8,10,2,2,5,2,5
81;117;3,9,5,7,9,1,8,8,10
29;157;4,4,1,7,9,1,4,3,6
94;103;2,3,2,8,8,2,9,3,7
61;127;10,1,3,5,3,6,9,2,8
29;142;1,9,5,7,3,1,1,2,8
28;118;1,7,5,3,2,10,9,1,8
30;140;7,8,4,8,3,7,1,5,9
89;135;9,7,2,9,1,2,4,10,9
11;158;5,1,7,10,2,5,4,8,4
17;137;1,9,8,3,8,8,8,5,8
95;104;6,7,2,4,4,6,6,9,10
34;196;2,6,5,9,6,9,3,1,1
74;171;7,8,5,3,1,10,8,2,8
23;121;4,2,2,10,9,9,5,8,8
20;189;6,8,8,6,4,6,1,6,6
39;156;1,2,10,5,7,7,2,3,10
75;149;7,7,1,1,9,10,7,6,8
91;135;9,5,2,6,6,6,3,8,6
55;143;3,3,10,7,5,1,1,2,9
16;124;9,9,8,2,10,3,9,9,4
88;137;4,5,8,2,7,7,4,5,9
54;133;6,10,1,4,7,2,10,4,5
17;176;7,8,10,6,2,5,10,9,7
69;149;9,2,1,10,6,5,3,5,1
98;117;10,7,10,3,4,5,10,8,4
51;134;7,5,2,4,10,4,3,3,4
97;100;6,4,7,2,3,10,5,10,1
3;198;6,10,2,5,5,6,2,5,1
68;141;9,5,10,6,2,4,6,8,1
65;106;8,5,4,5,3,10,6,3,6
33;197;5,6,3,1,3,8,1,4,2
44;130;2,2,7,7,7,10,3,7,1
45;119;10,3,2,6,4,8,7,2,10
72;138;5,7,9,6,3,1,6,6,10
30;126;9,3,8,1,1,2,4,6,1
77;152;3,2,7,10,10,3,10,9,8
86;159;8,7,2,8,2,10,10,4,9
71;100;4,1,10,2,7,10,1,1,5
89;183;9,10,9,2,9,3,10,10,3
18;138;9,4,2,10,2,9,1,7,5
85;146;4,8,7,3,9,2,1,7,2
82;117;8,6,5,6,5,2,3,7,1
28;193;8,4,10,6,7,2,4,1,5
48;171;1,8,1,8,3,6,8,2,9
46;118;8,6,8,6,10,6,8,3,9
40;172;4,1,6,5,8,10,2,6,7
59;174;6,9,10,8,8,4,1,4,4
74;148;3,6,1,8,1,6,8,10,7
64;123;4,4,6,4,9,3,7,10,10
45;178;2,3,2,8,1,5,6,5,2
98;134;6,8,1,8,7,2,3,6,4
7;102;7,4,10,9,3,4,1,1,10
90;149;8,10,6,10,9,6,1,2,9
54;165;2,10,2,10,3,6,10,7,3
57;162;3,9,10,5,7,3,8,4,4
96;120;8,2,5,9,9,8,3,5,7
99;191;10,8,4,2,3,3,10,7,10
42;173;2,6,2,2,6,6,6,3,1
62;185;6,9,5,6,7,6,2,5,9
2;143;5,10,2,2,6,3,6,5,4
2;131;1,9,3,7,4,10,1,7,2
78;192;5,6,6,1,10,1,7,9,7
23;102;9,4,7,5,2,6,8,8,8
53;152;2,8,3,3,6,9,9,9,1
98;147;8,7,1,10,2,3,1,2,10
50;170;3,3,9,9,4,3,1,2,2
50;152;3,1,2,9,8,3,10,6,10
47;137;7,4,3,2,5,2,3,10,1
70;155;7,2,8,10,2,2,8,3,9
68;174;2,3,2,6,1,3,2,3,2
20;139;1,1,4,3,3,10,2,6,1
73;152;8,10,5,1,2,4,2,7,3
82;195;10,1,7,10,3,4,10,10,9
14;132;1,10,9,2,7,3,5,9,7
16;171;3,2,6,9,5,6,9,4,7
76;173;4,6,8,6,6,8,9,1,4
45;161;8,5,5,10,4,10,4,5,9
32;199;9,10,5,6,4,5,9,2,4
8;129;3,3,7,7,4,4,6,8,3
23;143;2,1,9,7,1,2,5,7,7
24;170;9,4,8,7,10,7,8,10,8
60;189;6,9,10,9,8,7,4,10,6
99;189;10,4,5,5,4,2,7,5,9
91;186;5,8,10,8,5,4,9,3,7
13;190;10,7,10,10,8,5,8,8,9
86;143;8,5,10,9,2,6,10,7,9
93;107;8,3,6,5,3,9,7,5,6
51;180;1,6,10,4,7,8,6,5,3
39;199;5,4,1,5,9,4,3,2,7
84;146;3,7,9,6,1,10,10,3,9
9;183;6,3,2,5,7,4,9,10,10
34;171;10,7,9,10,6,1,1,6,10
64;143;3,2,4,4,10,3,2,7,6
61;119;3,4,8,8,4,10,4,4,4
89;136;8,10,1,8,1,1,10,10,5
30;101;9,6,6,9,8,8,5,8,1
39;146;8,6,7,10,8,7,1,3,6
46;197;2,1,4,5,3,6,7,4,3
84;182;10,5,1,6,5,3,5,9,10
2;150;2,1,5,4,9,9,3,8,3
74;174;3,6,6,10,6,3,3,1,7
61;127;3,1,8,9,3,7,2,2,4
56;148;8,5,3,1,6,3,5,6,9
99;123;5,7,7,2,9,5,3,9,6
66;187;8,2,2,2,4,3,4,9,7
12;142;9,7,7,3,6,5,5,8,2
34;156;3,1,3,5,9,1,6,2,1
5;193;3,9,1,5,2,3,1,1,2
42;165;4,10,10,4,7,3,2,2,9
15;161;2,9,5,7,10,10,6,2,9
90;169;7,2,7,8,5,3,1,1,2
28;125;10,4,10,6,10,5,7,5,2
77;125;9,7,7,3,10,1,9,3,3
62;146;4,10,5,2,9,8,2,5,6
13;139;10,5,9,1,7,1,5,5,10
68;133;2,5,10,3,8,1,5,1,9
98;161;2,6,4,8,1,4,9,1,5
77;100;6,3,1,10,7,9,8,6,1
3;186;7,8,8,1,8,9,7,5,4
97;167;4,5,7,2,6,9,1,7,7
48;144;8,4,4,1,2,8,10,4,1
15;178;4,7,6,9,4,4,1,4,10
14;134;7,8,8,9,8,3,5,4,10
24;157;2,2,8,10,8,9,3,6,9
63;161;6,8,6,2,1,1,9,4,2
42;182;3,8,2,9,4,7,4,1,7
33;107;7,7,1,1,4,9,9,5,1
56;105;1,6,4,5,10,8,4,10,1
29;166;1,4,3,1,10,7,4,7,9
3;132;2,1,7,10,1,8,6,1,8
35;200;6,5,10,9,8,6,2,2,2
77;105;6,9,7,4,1,8,9,9,4
29;155;5,7,6,4,10,4,9,9,4
86;198;1,6,3,9,9,1,8,1,3
54;197;4,6,4,2,5,7,2,10,3
95;123;5,7,6,4,6,2,3,4,8
49;113;7,4,10,4,6,6,1,3,9
42;122;5,6,6,2,2,1,10,7,7
54;190;10,9,4,4,3,7,8,9,7
16;109;3,7,8,2,1,10,4,1,7
34;147;4,5,9,9,6,2,2,4,8
59;197;7,2,3,6,2,5,3,7,3
34;144;10,6,1,5,9,8,8,6,8
1;109;3,10,3,5,8,1,7,10,6
26;167;6,3,9,3,8,5,8,4,4
93;104;5,10,7,5,10,5,8,6,7
53;169;8,8,3,10,9,7,1,9,7
31;122;8,4,10,4,2,3,1,7,6
77;131;9,4,8,2,9,10,7,6,4
85;179;9,2,8,6,4,10,1,10,1
70;166;10,1,1,6,1,9,10,10,3
48;158;7,2,3,1,1,8,3,7,1
30;190;2,8,5,1,10,7,9,4,1
38;112;6,7,1,3,2,1,8,7,1
36;198;9,10,2,10,5,5,5,2,10
61;175;8,6,7,6,6,2,8,1,3
24;136;7,10,9,2,7,10,10,5,9
64;145;4,4,9,9,5,2,8,10,8
65;139;3,4,3,9,3,1,8,3,3
49;176;6,3,4,10,6,2,7,9,5
41;198;6,9,2,1,9,1,2,7,5
14;114;10,3,4,8,6,10,10,7,9
44;106;10,2,2,6,2,8,2,1,1
77;117;9,8,3,10,2,10,6,7,6
21;121;8,4,10,2,10,7,6,5,4
94;180;9,1,7,3,7,10,10,5,6
97;131;4,3,8,4,7,3,2,3,8
65;110;7,7,9,1,5,6,5,7,8
2;135;8,2,7,5,8,3,10,6,1
51;141;1,2,10,6,9,10,2,1,6
65;177;2,10,1,5,3,7,6,2,3
65;123;10,6,8,8,8,7,7,8,2
70;145;4,8,3,9,7,7,10,3,7
68;195;10,10,4,5,3,1,1,5,6
45;139;5,2,2,6,1,7,1,8,2
22;125;8,2,1,2,5,5,8,4,8
71;184;9,1,6,6,7,5,3,8,9
22;101;1,5,7,5,7,7,5,5,2
41;142;6,4,6,4,3,10,6,3,10
79;143;2,1,9,8,7,8,8,4,6
81;153;8,3,7,10,1,3,1,9,4
57;174;4,3,8,1,10,1,9,1,2
9;158;4,3,5,6,9,9,8,10,4
87;119;10,9,3,4,8,3,8,7,1
1;192;8,1,4,1,10,4,5,7,6
6;104;7,4,6,6,3,1,2,1,4
97;144;6,9,10,1,4,4,10,6,10
81;129;1,1,4,4,2,8,1,8,8
32;122;3,2,4,4,4,7,8,7,9
1;107;4,2,2,4,2,2,3,10,10
50;160;7,6,5,3,1,3,9,1,9
60;126;3,9,7,7,6,2,2,1,5
96;122;7,3,2,2,3,3,9,1,8
39;106;9,3,2,4,7,4,9,5,3
95;105;9,1,9,7,10,5,1,6,7
22;180;5,6,1,1,7,2,6,8,3
99;174;4,9,1,1,9,7,4,6,9
4;166;7,4,8,10,7,6,2,4,6
79;133;8,1,2,10,2,4,2,5,3
53;164;1,8,4,3,7,1,1,9,1
60;131;8,6,9,8,4,6,7,8,8
15;191;2,2,5,3,10,6,2,3,9
57;106;9,8,1,7,5,8,3,2,4
35;133;10,2,6,7,10,1,6,5,7
91;103;1,4,6,2,9,8,6,3,5
90;198;2,6,9,7,6,7,2,8,3
34;121;7,5,8,6,8,6,4,3,6
2;185;9,6,5,5,7,6,5,10,1
16;151;6,8,3,2,8,2,8,8,4
39;197;3,8,4,1,6,3,5,6,3
14;139;8,5,8,1,9,8,5,2,6
60;134;4,2,2,5,3,7,8,3,5
41;142;10,2,3,4,3,7,5,8,1
51;132;2,8,1,2,2,4,2,2,8
41;151;7,2,6,1,7,1,4,10,1
73;139;10,2,2,7,9,7,8,2,6
77;172;10,3,8,4,9,2,3,2,10
68;141;2,2,5,10,3,1,7,6,1
77;141;6,3,10,1,8,2,7,2,7
37;119;9,5,8,6,10,4,3,3,4
33;122;8,3,2,4,1,3,2,5,10
27;156;4,1,9,2,8,4,1,9,5
4;183;1,9,7,1,10,7,1,2,4
33;135;3,3,1,2,1,9,6,2,2
1;108;8,8,1,3,6,8,5,1,2
38;157;4,6,6,5,2,4,10,8,9
67;157;3,4,10,8,6,8,5,9,1
66;162;8,3,4,7,8,4,6,5,8
17;165;6,9,6,2,9,8,8,2,10
95;120;6,9,7,3,7,5,4,7,5
56;135;4,1,10,4,1,1,5,7,1
52;157;6,8,3,2,1,3,2,3,8
65;177;4,3,8,5,3,8,8,2,9
51;121;5,1,5,3,6,9,2,7,1
74;137;4,9,6,4,3,8,5,1,6
52;189;1,3,8,4,7,9,6,10,3
80;121;1,3,7,9,2,3,2,7,5
59;142;1,10,4,7,7,3,5,8,7
89;194;4,8,5,2,10,1,4,1,10
49;100;10,7,5,5,7,5,3,8,5
20;126;2,4,1,4,9,3,2,4,7
48;136;5,4,3,7,3,3,7,1,10
80;148;2,9,10,9,6,3,7,9,7
38;179;3,3,8,8,4,8,1,6,10
44;182;6,6,4,2,7,2,2,1,7
29;116;7,7,10,5,3,6,8,8,1
2;135;2,9,6,8,5,2,9,9,6
12;193;1,10,9,1,4,2,1,10,4
46;171;9,3,6,8,5,5,5,1,3
70;106;6,9,4,8,10,4,6,1,1
33;175;2,5,7,5,8,8,10,5,3
76;146;8,5,10,9,7,10,7,8,2
40;155;3,1,3,9,9,4,9,4,1
84;179;10,5,2,2,2,7,6,9,2
90;179;7,1,7,9,3,1,6,1,8
44;175;3,1,10,5,9,3,4,4,6
24;199;9,6,7,3,8,4,3,6,6
83;154;6,10,6,7,7,5,2,8,2
39;189;5,6,2,10,6,4,5,1,2
74;164;5,5,4,5,6,4,10,7,8
80;171;7,4,8,4,2,9,7,7,4
37;198;1,7,9,9,7,7,1,4,3
78;127;5,2,3,4,8,7,7,10,8
17;128;7,4,9,4,5,7,6,4,6
93;188;3,6,7,8,2,1,3,8,9
61;164;10,4,10,5,3,9,9,2,6
32;163;4,1,5,7,4,10,5,4,3
5;119;6,10,7,3,2,1,2,5,3
94;132;2,4,6,5,10,7,4,6,5
88;171;2,7,4,7,2,10,9,2,4
6;110;7,2,9,2,7,6,8,6,3
95;196;2,9,9,7,9,9,1,9,9
85;121;2,5,3,5,9,2,2,4,8
90;191;10,2,9,1,6,4,4,9,4
73;162;4,5,1,8,6,1,5,8,10
9;155;6,6,6,6,9,7,3,8,10
20;127;1,2,7,10,8,6,1,9,10
9;192;2,5,10,8,1,5,8,8,1
21;176;1,1,6,4,9,3,1,10,9
7;167;1,3,6,6,8,4,7,7,4
6;184;2,3,7,6,9,2,7,4,10
89;110;8,9,9,4,1,7,7,7,5
87;144;6,4,3,2,6,10,3,9,3
81;112;3,6,1,9,1,2,3,1,1
57;112;1,7,8,5,6,7,6,8,6
51;150;8,1,9,7,2,3,7,4,7
74;130;3,9,5,1,3,1,8,4,1
7;180;6,4,9,10,5,1,7,3,7
18;190;9,6,8,8,9,4,5,9,6
91;106;8,7,6,5,5,1,9,5,3
69;153;7,4,7,10,9,6,3,4,5
66;117;1,9,6,8,3,10,2,10,7
29;115;6,8,8,10,2,9,7,7,5
61;110;5,6,10,9,6,1,4,8,9
95;184;4,7,9,9,7,10,3,6,6
64;138;9,6,1,5,3,3,1,9,10
73;130;5,10,3,3,10,9,2,1,5
29;102;1,7,10,10,9,8,3,8,5
95;192;10,2,8,7,9,1,5,10,10
41;126;4,2,9,7,4,10,8,5,8
39;153;10,4,8,2,9,4,10,1,9
26;196;9,4,1,4,3,8,5,7,5
58;102;9,9,1,2,7,1,1,7,8
81;101;3,6,9,2,9,5,1,2,3
34;198;1,6,9,7,7,4,5,1,2
5;198;10,1,6,8,6,9,2,8,8
1;101;4,2,2,9,10,3,2,4,10
58;165;4,1,10,1,9,8,7,4,8
23;189;1,4,6,2,2,1,3,3,6
57;186;8,2,1,9,6,8,8,4,3
6;154;5,1,7,4,5,5,10,5,10
22;181;5,2,8,3,4,8,6,4,10
17;192;8,9,3,4,7,1,6,3,9
66;188;4,3,8,7,5,9,10,6,3
37;187;6,7,9,3,4,1,5,6,4
95;119;9,1,3,10,9,8,4,6,10
40;125;1,5,9,6,3,2,6,7,8
6;157;8,3,5,7,1,7,10,5,8
6;129;10,6,6,3,2,8,9,9,9
63;131;3,6,3,8,1,6,6,5,10
30;113;5,1,5,2,10,2,1,2,7
49;188;8,9,5,8,3,7,2,2,7
56;138;6,5,6,10,1,8,6,3,2
8;113;1,8,6,6,5,3,5,1,4
62;126;7,8,6,2,3,1,8,9,3
36;195;8,7,6,1,6,9,8,1,8
23;197;8,4,8,6,5,9,9,6,2
58;151;7,3,7,9,4,1,9,4,8
58;143;8,2,6,5,6,7,1,1,1
36;124;8,2,9,6,9,4,8,2,1
55;155;8,8,2,5,9,1,5,5,10
59;165;6,7,6,2,8,10,4,7,2
81;115;9,6,8,8,2,7,2,8,2
78;161;10,9,10,7,1,8,6,5,9
59;108;6,9,6,7,6,1,4,10,10
54;123;5,6,6,10,1,6,7,8,9
72;179;6,7,6,5,6,7,4,2,5
40;151;1,8,10,8,8,10,5,5,2
22;150;1,6,2,9,10,8,3,1,1
49;183;4,4,1,10,2,1,8,4,8
88;198;2,6,6,9,3,1,6,2,3
3;153;6,8,8,6,4,6,2,9,6
93;131;7,5,3,4,3,8,5,2,2
17;112;10,1,8,2,9,6,2,10,1
6;151;4,1,7,7,7,6,3,1,7
77;131;8,9,10,7,8,3,8,9,1
39;132;2,2,10,6,3,9,5,4,1
69;102;7,7,3,5,7,10,5,9,7
94;180;6,10,7,10,3,6,8,7,5
37;140;3,7,8,2,5,10,5,1,8
66;116;6,8,10,3,6,9,2,3,9
11;140;5,2,9,8,4,3,9,4,10
59;190;9,3,3,5,6,8,10,10,8
1;157;4,7,2,7,2,8,4,5,3
61;180;10,10,2,8,8,1,1,8,5
62;181;2,1,9,6,4,5,10,9,6
29;139;4,7,3,8,8,1,2,3,2
74;148;9,8,2,8,4,9,8,10,10
32;187;1,9,7,1,9,9,1,9,10
36;112;10,1,6,9,5,2,8,8,5
56;174;4,10,3,2,1,6,3,9,6
82;101;10,3,2,7,3,3,10,5,10
98;184;8,10,7,8,1,1,1,9,8
74;175;2,4,2,10,1,1,6,7,4
77;187;5,3,9,1,4,6,3,2,6
36;107;4,8,2,7,9,8,6,9,1
17;194;1,10,3,6,3,4,5,7,3
30;106;9,5,10,5,7,7,7,8,4
89;179;6,2,1,6,7,7,5,2,5
6;170;1,4,5,5,1,1,2,9,3
45;114;9,5,2,7,3,4,7,8,6
80;137;6,8,1,7,10,9,5,6,2
28;179;9,3,9,8,3,7,9,4,10
72;137;6,6,8,7,6,2,5,8,8
70;150;10,2,10,2,2,3,5,7,2
31;174;10,9,7,2,8,10,8,6,6
96;149;7,7,6,1,5,5,2,4,7
71;118;1,10,9,9,2,5,6,3,5
80;191;5,1,4,8,2,7,9,1,2
86;191;5,10,8,4,10,1,7,1,5
15;182;9,2,3,4,9,9,9,1,6
83;160;7,3,7,2,1,1,9,1,6
73;120;7,2,5,9,4,3,5,6,5
67;167;3,9,8,4,1,4,7,7,6
13;131;9,1,4,5,10,1,7,1,4
61;124;2,7,5,10,9,8,7,8,9
36;192;3,3,9,6,10,5,4,5,7
6;154;5,5,5,1,9,4,1,10,8
64;125;4,6,7,9,10,3,10,3,9
30;140;10,4,3,5,9,4,5,6,3
44;183;10,1,2,9,8,5,5,7,9
69;139;10,5,3,7,7,2,2,10,3
45;102;10,6,7,7,5,7,5,4,3
29;188;2,4,5,4,10,3,5,10,4
78;180;6,1,8,7,1,3,1,8,4
44;118;3,5,1,2,9,3,10,8,1
39;190;7,3,1,9,5,6,5,7,8
8;135;5,8,2,3,2,9,10,5,3
50;116;9,6,6,1,9,7,7,1,3
72;118;8,2,7,6,5,9,4,1,2
11;160;4,2,7,5,7,4,3,10,5
17;110;5,1,7,3,2,4,1,1,1
60;170;3,2,6,5,4,10,7,3,2
6;119;4,3,2,7,5,2,9,1,9
36;134;10,10,7,2,3,9,1,4,9
16;149;9,4,7,9,4,8,7,6,2
39;131;4,5,1,7,9,5,9,3,5
42;113;4,4,7,9,4,8,10,4,10
66;187;1,6,8,4,10,9,10,7,4
16;175;6,8,8,2,1,9,7,8,8
28;131;10,3,5,4,8,8,3,3,4
58;183;2,8,5,8,4,10,7,4,10
51;191;10,4,8,9,1,2,2,8,8
65;167;1,4,2,7,10,5,2,3,4
26;122;3,5,8,5,6,6,5,8,5
79;119;4,4,7,5,8,8,5,5,7
71;100;4,9,6,6,10,4,10,4,3
35;112;8,10,6,5,10,9,4,2,3
78;120;8,4,9,10,6,4,8,1,5
52;106;9,10,4,4,10,4,8,3,5
84;163;4,9,6,9,4,4,8,10,2
73;196;4,5,7,5,6,5,4,10,1
36;145;7,4,5,3,2,8,3,5,7
32;164;9,5,2,3,2,9,10,9,5
21;157;10,2,10,1,8,9,4,9,4
27;132;4,5,7,4,10,2,10,7,9
3;164;9,6,3,8,8,3,6,2,1
69;199;8,2,5,10,5,8,1,3,8
45;152;9,7,6,6,1,2,10,7,8
6;135;3,2,3,7,6,7,8,8,4
51;107;6,4,2,4,1,1,6,9,6
17;179;5,5,10,8,6,4,8,8,6
74;138;7,6,7,8,10,3,8,2,8
3;128;1,10,7,2,9,10,10,6,8
9;131;6,6,2,1,2,8,2,7,8
40;137;4,3,5,1,1,2,2,6,2
44;103;2,3,1,4,8,10,3,4,9
43;116;1,1,3,9,3,1,5,10,2
90;195;4,2,5,6,1,9,1,5,4
13;183;3,2,3,3,4,4,10,1,8
54;199;7,6,4,10,8,8,2,10,9
98;157;2,3,1,7,8,8,1,10,8
16;155;3,9,1,7,3,10,2,6,7
98;197;4,4,5,5,6,4,1,9,2
3;138;8,5,8,9,2,5,3,3,2
17;164;2,7,10,6,3,7,5,5,9
49;100;3,10,1,7,1,2,1,3,3
69;175;7,9,8,5,4,3,2,4,9
30;171;10,8,3,10,9,10,10,5,1
68;119;7,2,7,5,10,6,9,5,2
35;114;8,3,10,2,8,6,6,7,1
61;179;4,7,10,8,10,7,1,10,9
58;116;5,4,10,1,4,6,2,6,10
53;104;7,3,8,10,10,3,7,4,7
28;100;7,6,10,8,8,4,4,2,3
25;135;7,6,3,4,10,5,1,10,2
49;197;6,1,10,6,1,4,1,5,7
7;145;1,7,2,3,7,5,1,10,9
50;116;4,2,2,6,9,10,5,2,5
23;169;1,6,7,2,3,6,7,6,3
4;113;10,1,7,8,3,10,3,6,8
99;104;2,9,8,4,8,7,4,7,7
69;172;5,6,2,9,7,7,1,9,3
77;150;6,9,3,3,9,5,2,3,1
99;153;9,9,2,5,1,9,7,1,4
3;113;3,9,9,3,7,8,3,7,10
36;151;5,6,4,5,2,3,4,5,10
38;162;3,4,9,1,9,8,7,7,4
55;116;3,5,1,4,4,8,7,6,1
20;122;5,4,1,4,4,4,7,8,2
49;136;3,7,3,1,5,6,6,6,2
22;151;10,1,2,9,1,3,2,8,5
54;168;9,10,8,6,2,9,3,6,3
8;154;5,10,1,6,5,2,9,6,1
44;137;8,5,6,5,6,7,2,2,1
36;141;4,4,4,5,2,3,7,4,4
51;164;9,1,6,1,8,8,9,7,10
55;137;4,3,1,9,7,7,5,10,6
22;159;7,10,3,6,5,8,7,3,4
73;133;5,4,1,4,8,10,10,3,3
50;191;4,7,6,5,4,8,2,2,3
