28,-12,8,-39,42;13,37,-19,-23,-15;-10,21,-1,-48,10;4,-8,26,-47,-49;-10,-13,-31,24,34
-15,-41,13,3,-42;-43,-26,-33,9,-2;-2,3,-47,-13,-30;13,19,37,34,9;-33,-42,-25,-26,-39
46,10,-23,-2,-22;-42,-23,1,6,3;36,-47,35,18,-48;-30,-32,-41,-14,32;-3,36,36,3,7
26,-40,-17,-30,-44;-48,42,49,28,-16;-40,33,-14,-46,-29;11,-47,-9,18,-15;-47,-40,-21,28,18
24,47,22,23,-27;-31,-24,1,24,34;43,17,15,8,45;21,-32,-3,35,8;21,-23,4,29,-32
5,-10,10,-16,14;-12,32,6,-28,-12;35,-23,14,-10,-5;-28,-11,14,-29,29;33,4,5,49,32
13,-26,-9,-37,-40;-19,-27,20,41,44;-20,11,-49,-21,34;18,25,18,-38,22;40,-4,41,-15,20
-25,50,33,12,-46;37,21,46,14,16;-21,23,9,-20,25;29,2,5,-6,-32;21,-27,-16,-30,40
-38,41,38,48,-17;48,-18,2,24,28;37,-43,-40,-23,-3;-37,-30,-7,-38,38;-25,-19,39,-25,-47
11,-46,10,6,-36;4,-43,-1,11,-43;33,4,-4,1,-11;-11,0,1,1,21;34,14,11,38,-12
22,-38,38,-47,-6;44,4,44,-44,-18;-17,-5,-50,-32,25;-37,-48,-32,-22,28;-36,31,43,-13,18
-30,-1,-7,-21,-10;29,-9,-8,42,8;-25,-45,-2,-38,48;-40,25,-20,19,2;5,-37,37,-16,29
-14,22,44,-17,48;37,32,50,12,-20;2,30,-29,-25,-40;40,50,-26,48,-6;47,33,21,-36,11
-7,-49,8,44,44;-31,17,19,-13,-18;-11,27,29,18,-10;15,-26,-3,-22,-35;-35,-50,-36,-38,47
30,26,10,29,-23;30,-38,7,-4,-11;-19,-2,19,15,-45;39,25,-7,20,-27;-37,-44,41,8,31
25,44,-15,21,-33;28,-24,14,-35,-13;43,41,22,36,33;-11,-7,23,-2,-3;18,-36,42,7,20
38,-23,25,39,-17;22,44,16,-42,6;-4,-30,-22,3,-26;-48,-50,-40,27,3;-50,-38,27,-6,-13
-45,26,10,15,4;-34,8,49,-39,35;43,-6,-24,-21,40;32,-45,-14,-49,-33;3,-32,27,-1,-37
-29,-29,-35,-35,5;36,-30,40,46,-22;-33,46,27,0,50;-29,-31,-4,38,-40;-22,-32,-24,27,27
-41,26,-30,31,7;34,50,-17,-10,3;25,-1,36,-24,-2;-49,33,-16,-45,-10;-22,-1,-35,29,5
-40,44,45,-13,18;-9,-45,3,48,-1;-20,-49,46,-36,-14;-2,13,-24,-43,30;-10,35,-49,-9,21
15,7,-37,34,-42;-50,-28,26,22,43;50,-2,-8,24,-11;38,-22,17,-20,19;43,11,27,-11,15
-32,32,-4,-15,46;10,14,-46,36,46;-48,0,29,-17,-23;16,-21,-17,20,40;-21,-50,-28,-11,23
-12,-32,-48,-16,-40;33,-43,4,-48,37;-25,30,-42,-30,-11;-18,-7,-36,-44,6;27,43,47,-36,4
-18,-41,-28,33,43;-28,-27,-29,-9,41;-46,42,-18,37,-41;-50,-39,25,40,-28;-29,2,18,-46,-24
-38,35,-44,-5,-38;37,19,-22,-8,-43;2,-38,8,-48,-44;4,-21,35,33,25;24,16,-41,-17,-40
-2,-16,16,41,3;-19,-48,35,0,19;48,32,-30,3,47;10,-24,1,39,-49;-47,-3,-23,-19,22
34,-27,31,46,-32;14,-48,-28,47,-1;-33,-3,32,17,-37;-37,-3,-30,8,23;-44,-22,-40,-19,31
34,13,-39,27,-16;36,19,49,-22,-33;-3,-5,39,8,-50;-47,-43,-47,6,-13;15,8,28,-34,-18
48,-42,30,27,26;-8,-45,28,-5,32;6,7,-21,26,-28;34,8,25,2,37;16,46,10,-3,3
-46,47,-36,-4,29;-27,-34,-18,22,-39;-1,-45,13,7,-33;-20,49,-1,-1,5;-24,16,-9,27,22
41,-33,-16,8,-31;-43,-5,13,0,32;44,42,36,31,-4;-48,-2,19,5,-49;-18,-18,-9,-15,31
15,46,-9,7,48;28,25,-21,48,-46;39,-4,-13,9,-12;-20,-18,28,16,-50;11,-17,-12,-27,38
7,0,48,-17,-29;-4,49,-3,0,-30;30,49,16,43,-19;4,-37,-46,-16,6;23,-18,-47,-29,44
-49,-32,28,44,-16;20,40,45,18,36;-4,-4,40,30,-18;12,14,25,-37,8;28,-28,3,12,44
47,2,41,12,32;-40,-30,-42,0,37;10,-33,-14,-26,-10;5,-41,44,46,-20;-26,-13,24,-39,-40
13,26,44,41,40;3,-50,21,-6,-9;-3,-40,11,4,-49;40,25,44,25,-36;-9,-27,-31,49,-26
-27,10,48,44,43;1,-7,-26,-8,-15;-45,50,32,20,18;17,13,-47,-41,14;47,-42,30,-7,4
50,-34,-1,-34,-4;25,-32,17,18,20;6,-16,23,-49,40;32,46,-12,-37,5;7,18,41,6,-5
-24,-17,19,-19,4;-18,10,-26,-7,39;22,4,16,-14,-37;-42,29,0,7,-19;32,2,-6,-20,-50
42,-32,-42,-29,-40;-43,-48,-13,-24,-16;34,40,20,-41,-29;38,-33,16,22,-26;-47,36,-43,-37,30
28,16,-18,48,29;-22,-10,-43,-17,-7;-9,-24,-21,49,-7;3,31,11,41,-31;42,29,-8,-5,27
31,-22,12,-21,39;34,26,-33,4,44;-42,-6,-25,12,31;-21,-14,19,-6,-27;-27,9,-42,47,-32
20,49,31,-20,-42;40,25,15,19,-44;45,39,47,-48,-28;44,16,-16,-8,-5;8,-27,6,37,-47
-17,-32,49,16,33;-24,29,-44,10,25;41,26,-38,-45,-48;-49,-23,-41,36,-35;23,27,17,35,-20
26,7,-18,-41,40;-35,-25,-5,5,-43;-16,20,-38,-16,-20;21,24,-46,-39,7;45,29,-50,40,40
-14,24,11,1,10;2,26,0,3,-29;-23,-28,27,-14,-36;35,29,10,39,33;-29,-32,26,0,-14
9,13,-5,14,33;27,25,-1,-20,13;29,-1,-35,26,24;25,30,33,-19,10;37,-42,-2,18,40
22,-12,3,-19,34;-40,31,-40,29,-41;-12,39,1,9,-22;-16,-19,30,10,-33;33,-11,43,-50,-20
9,18,-10,21,11;40,-26,5,-21,22;0,29,-44,9,11;-15,-9,-25,-40,-20;-6,-32,-40,10,2
-31,15,33,-23,39;-23,-3,-26,27,2;-18,-13,25,9,-48;24,35,-36,-30,-36;20,5,32,26,23
2,2,-49,39,13;-32,-11,46,-12,32;38,31,-20,17,48;-40,27,26,-5,-10;-24,-5,-9,5,50
13,-30,43,-2,-43;-14,48,-44,-1,-26;-44,-8,47,-5,-15;44,1,-50,23,41;26,44,46,16,-29
-34,-34,37,-11,8;-16,-19,17,32,-45;23,35,19,0,28;-34,3,-39,-46,-29;-33,-30,-18,-50,-24
35,-47,21,-31,-17;-34,-45,0,-34,-23;28,-18,6,-16,43;-31,-2,44,-17,-26;-27,-8,3,42,28
10,46,35,-50,19;-21,-32,-1,24,-16;9,30,36,25,46;-42,-25,15,14,-47;-23,48,-40,-11,26
-7,-1,-27,7,-10;29,5,-1,-16,-16;24,-46,24,48,39;47,22,-30,-21,-27;19,-31,26,-25,-23
-49,-37,23,-4,44;25,25,23,-3,28;-37,40,-26,-4,23;-50,26,-40,-4,0;-33,43,0,-40,-2
49,27,13,42,-17;35,-46,45,25,-11;48,-10,17,24,9;-33,19,4,32,-36;8,32,-11,-38,39
-43,-21,-6,-14,32;3,14,29,-49,-48;48,41,-28,-43,-24;11,24,-7,28,33;-29,38,50,35,36
14,-18,6,-1,-9;-1,37,-21,-42,45;35,6,22,-35,-12;-8,-13,43,8,-46;40,-1,22,4,-12
44,-43,-48,-6,40;-18,-12,14,19,26;48,50,43,16,-6;-25,38,-44,25,-47;-2,41,35,-30,-32
6,46,-4,16,33;-40,-43,-45,1,0;-24,-42,-24,41,-13;-33,-34,-34,-13,2;-22,-29,-12,27,44
-17,-16,-35,42,-21;3,-29,-30,-49,-44;-42,36,11,-44,-37;-15,42,13,32,-12;-23,-6,32,-39,-40
-19,40,-27,25,-26;48,14,42,-31,-21;50,39,30,34,45;-44,41,20,-49,18;7,27,40,-5,-3
-28,-2,11,39,24;44,-35,12,-32,-49;22,-40,19,-12,49;-31,-9,30,-31,-16;14,30,-14,41,-11
8,8,9,22,0;12,42,19,43,-41;-38,46,-21,-23,9;-36,-49,-39,38,7;-8,5,-10,-41,-41
48,28,-40,-31,-42;40,49,-22,17,9;-5,30,43,-23,-16;25,8,20,-2,25;-20,39,44,-40,-5
-13,25,-42,3,17;-32,17,-46,-1,-38;8,-5,31,-45,6;43,47,4,-31,-17;31,-20,28,-17,44
21,26,-9,-47,0;-33,-5,11,24,-26;45,0,10,-23,26;-43,-29,-36,43,25;24,-13,-38,-23,45
-44,19,-49,-2,2;-7,-33,47,1,-16;39,-47,28,0,-33;34,45,22,35,24;48,17,-30,-10,33
-18,-16,-23,3,10;-13,42,-23,23,-1;31,47,-39,35,-9;-35,-33,30,29,-40;7,-22,-5,-27,41
-28,-32,34,-5,-32;30,-17,7,-24,15;24,6,11,-15,17;-50,21,6,31,14;-7,6,5,25,-22
22,44,-5,-47,38;47,42,28,9,48;-15,26,26,10,-3;-2,-39,-2,50,-17;-44,37,-35,46,0
-32,31,2,-13,12;-26,24,21,46,37;-31,15,-37,-39,16;-10,34,37,-50,29;-43,12,42,-32,-6
7,-39,-2,39,8;-46,-37,25,-9,-30;13,-24,8,-41,-49;-21,2,-7,4,3;23,4,-36,16,-4
-33,-39,46,9,17;29,-27,10,-41,-17;-49,-30,47,-37,27;-49,-11,-17,-38,43;-49,-36,41,36,-35
6,-39,29,-37,-40;-17,-30,31,-30,-9;3,43,1,13,-18;-7,17,-15,8,45;-15,41,47,-49,28
-25,-49,5,-20,24;0,27,-44,-4,39;-13,9,3,11,-17;-21,5,7,-21,18;-5,18,48,38,-10
-35,-38,-41,36,-28;28,47,23,-34,-28;35,-47,-24,-24,-49;38,-34,-20,-39,14;21,30,-5,-38,-47
-44,-25,-26,17,42;-33,-41,-35,42,-45;20,-32,-14,20,44;0,-8,28,44,37;-14,30,1,-26,1
-6,29,-17,17,-4;43,41,30,25,-41;-4,12,-42,35,21;29,-28,36,-5,-41;35,33,50,2,-46
-26,-6,-44,28,10;-9,-45,25,26,29;-9,-1,-21,-39,10;6,6,14,36,27;21,30,-49,-4,-8
50,-44,-15,45,-7;-40,3,37,41,-29;-3,31,-12,4,4;17,4,-49,-11,-1;-34,-32,-45,21,41
4,16,-25,-7,-6;-26,1,-10,27,26;7,-10,12,-43,12;-37,36,-41,39,-26;-14,36,-46,-2,33
-49,24,24,30,-40;40,-11,23,-16,19;44,-31,-13,50,38;37,-32,-5,-41,-11;-32,-49,6,12,29
-36,43,32,-5,11;11,-26,-5,21,-50;8,44,-19,15,16;-13,-6,1,-8,35;14,27,-43,-21,15
7,-39,42,45,-13;4,-26,44,29,21;-4,24,-20,-38,14;-46,0,34,-38,-9;28,38,-33,47,5
9,5,35,45,30;-46,-47,46,-32,-17;-29,-2,18,-40,-14;14,41,-13,47,29;30,-20,28,-29,44
-41,-6,-42,-20,-24;-38,-2,33,32,-26;-42,3,32,-38,12;29,-37,-19,22,22;24,-32,-26,-6,24
-36,48,14,25,1;28,37,-1,-50,-37;-18,44,6,0,30;35,12,9,-38,33;-3,16,8,45,42
-30,-48,-7,-17,-42;-17,-33,-30,-47,48;41,-31,22,15,44;35,8,36,10,18;-7,32,-38,-27,26
-48,31,-50,24,-20;50,-47,11,22,22;-29,-24,-22,-29,48;30,0,-23,-21,-2;-21,-36,32,25,-33
24,-20,23,-32,32;-13,-34,-8,-33,-29;-43,27,11,15,35;0,38,-7,19,-8;-10,-2,-38,23,-25
-35,34,35,-35,7;20,41,13,6,47;17,4,18,24,-10;18,-48,17,-48,-12;-6,3,-23,18,-40
27,33,-43,36,16;35,-22,8,-17,12;3,-43,-9,12,-50;-5,1,26,27,-15;-31,29,6,-6,-49
-5,-2,-6,-4,24;-7,38,1,-43,-22;-15,-41,-17,5,-18;-34,-30,24,44,28;-47,38,39,44,21
-50,-37,45,7,-32;-42,27,2,8,-25;30,48,45,49,38;6,-39,-14,33,18;-44,-4,24,-37,47
1,17,22,23,0;-30,15,8,-41,6;17,35,22,-34,-49;29,-9,-45,-7,-15;25,46,-23,-12,35
21,-46,-37,38,43;27,9,46,22,-9;-35,15,-40,-17,20;-21,47,7,36,-37;-20,44,33,2,-20
-8,-29,7,10,-31;0,-31,-44,-5,24;17,10,38,36,-32;27,-2,-25,28,-35;-2,-31,-40,-41,45
-14,-21,-42,-4,-25;49,15,-14,25,48;17,-37,44,-41,-14;-22,37,32,40,-27;48,-40,41,6,-31
-26,37,13,9,24;48,-36,-39,9,-38;44,46,-12,-7,23;-8,29,41,12,28;35,-49,37,26,-49
18,-18,-16,33,-3;-14,-14,-26,-12,-3;-19,31,-14,13,-12;37,48,-2,-49,-29;-7,50,-46,-7,-37
-6,-17,33,-1,-17;-42,44,-46,29,8;-28,-47,5,0,-5;-34,24,-29,-8,3;43,31,34,-48,-45
-10,-31,26,30,-22;0,-16,-41,40,46;27,39,35,25,42;40,-35,50,-8,-30;-15,5,21,-17,-35
24,12,15,13,-46;45,43,-4,10,-33;21,38,8,-12,-28;-29,-39,-34,16,-23;-4,-41,22,-1,-20
44,-4,-44,37,-27;4,17,27,-12,21;-49,10,20,-16,34;45,50,-19,-40,-24;47,-47,3,-49,34
21,-27,50,-21,43;49,-6,-20,25,-23;11,-47,43,0,-29;-45,48,22,-35,26;40,-20,-39,36,38
-15,50,-47,24,-4;-32,-30,27,16,-35;-9,41,-18,41,6;-48,1,-37,12,15;-11,47,-23,-46,41
20,-47,-49,-47,-18;-26,25,-18,-30,-3;8,-32,-8,35,-23;-1,13,-8,7,48;-39,-13,22,-45,17
23,-35,-23,3,20;35,42,46,-12,-40;-9,15,36,18,-11;10,15,-44,-23,21;-3,-5,-44,28,-16
45,-12,14,-4,-41;19,-43,25,-20,21;9,14,-33,-12,-39;25,-50,-8,-22,24;1,-47,6,48,-42
42,20,50,17,-6;-2,-40,2,44,45;-1,-20,29,-45,5;10,21,-46,-10,9;-11,28,-19,19,39
-48,2,34,15,43;17,12,27,13,3;-27,-10,-50,-19,23;43,-11,-42,-44,30;-13,-45,29,-5,38
-34,30,-50,25,-19;-11,-11,39,-50,20;2,8,-48,50,36;50,-9,-30,-15,-3;18,-4,34,44,-1
16,22,14,-33,-15;14,44,48,-20,38;39,-46,-10,17,17;49,-46,-38,18,-21;-49,48,-6,-27,23
-18,38,-31,15,33;46,-9,-19,-24,1;-38,-11,-26,14,-31;19,15,26,24,33;-4,-25,-13,49,-35
9,-18,-38,-49,25;30,-43,4,-21,21;-36,37,19,-26,18;39,-1,-4,41,-50;-31,-29,-29,48,-16
16,47,-24,49,-2;-10,5,-29,-13,42;-47,-14,11,42,1;-27,23,-35,5,40;-21,-31,7,-1,43
-5,-24,13,20,-18;3,10,-38,10,31;41,-28,-50,34,-10;-48,-31,-48,-39,-43;33,-16,42,-44,30
-19,-25,-20,9,-42;38,-42,49,-41,-15;36,-28,30,-2,41;26,42,-37,-35,5;39,-29,22,17,-26
21,-47,-16,-30,-24;-24,-32,-46,7,-29;49,39,2,15,-35;-3,50,-41,20,32;43,-17,-2,2,35
-39,41,43,-19,28;-43,-19,-44,1,1;27,-45,-44,45,15;-27,17,0,8,-41;-46,-32,32,20,-21
-25,26,10,-14,-32;49,8,48,-15,28;-28,24,38,36,-7;34,29,-14,-23,6;18,-10,-10,-30,-14
-30,42,28,27,-34;-22,42,-41,22,-46;0,42,-32,11,-2;34,44,-13,22,-4;49,41,-31,-42,-11
-14,-2,31,38,-27;43,-45,49,7,-40;41,-13,12,16,-40;32,34,20,-16,-6;29,-42,-41,24,-12
23,20,-20,49,-6;-13,-6,-19,-36,46;-45,-42,36,-15,5;-40,22,28,22,33;11,-14,7,-42,-8
-10,11,-16,-42,22;12,9,1,-18,26;7,-14,29,14,-32;-26,-8,17,35,-26;13,-19,-2,12,40
19,38,-18,-22,-17;-18,-37,44,1,22;-16,38,35,46,-15;16,45,15,-44,32;-40,-45,39,-31,50
-14,-9,-13,29,-6;-39,13,49,23,10;-37,-6,-29,44,-34;7,-47,-49,40,33;-2,-11,-10,-10,-6
32,-8,5,-9,-11;30,41,23,-25,-3;41,-38,-25,-8,46;37,42,-49,-36,-18;-10,-37,-35,-38,-38
19,10,44,8,10;49,-16,-16,-38,42;18,-50,34,-28,23;-24,-13,-26,-17,29;-35,2,11,-47,18
44,-29,5,-24,-18;-10,-34,33,7,41;37,8,35,17,-16;40,-9,25,-41,-17;-2,-18,50,-23,35
-19,-36,-10,24,45;26,-31,-33,18,3;-44,-39,-43,17,25;-13,5,16,46,-47;-27,42,47,37,22
10,16,-20,18,43;-44,11,46,47,19;-6,-46,0,25,6;4,-34,-18,-8,8;-38,-45,-26,9,-46
-30,-32,-18,8,-42;-1,-9,-8,-43,-48;12,-28,33,-46,-46;-31,42,-35,-17,41;6,45,35,34,-6
-38,-33,27,-44,-25;4,-21,37,19,31;25,-9,-9,47,45;1,-18,14,3,47;-1,44,-6,27,10
-7,-26,27,5,-16;49,23,42,12,-49;28,13,-20,-45,-43;-16,-32,18,22,-48;23,-40,0,5,49
-46,15,-5,-5,-11;-20,4,38,30,-16;-10,-15,-25,-37,-15;-17,17,35,22,-44;-3,-41,35,-25,-3
22,-49,41,21,-5;30,-10,4,-37,28;50,16,0,50,30;42,30,-43,30,-24;-24,7,-46,9,-18
-49,2,-48,32,-26;-31,-23,-1,-13,-5;-45,27,-41,11,43;10,16,27,40,-44;43,4,-32,-6,47
-16,-43,-16,4,-11;46,-12,14,-35,6;-18,-16,-27,47,26;-6,-4,15,22,46;48,-29,47,27,17
-20,-10,27,3,-26;33,-30,-40,-47,-12;23,28,-47,-41,0;7,-21,2,-38,31;-2,-12,-47,42,36
5,-43,39,2,-36;-44,-21,-17,7,-14;-46,31,-34,28,22;-35,40,-8,5,-4;-28,-49,35,-25,-42
48,14,-49,39,-4;-19,50,39,28,6;22,12,-22,15,2;21,8,43,13,-1;19,9,39,-15,31
28,41,27,-40,-27;-11,16,28,12,10;-17,-12,12,-35,-16;-3,-8,-17,20,-35;-35,0,-12,-1,5
8,-15,-5,27,13;-3,-37,-12,-14,16;2,49,-42,6,-45;-20,-14,-2,41,36;27,0,-3,46,-41
-6,34,-24,-43,29;34,-47,-9,-32,-40;44,19,41,-42,-36;25,-39,18,41,-2;14,-40,0,47,46
-42,-4,-25,-17,-8;29,-38,8,14,10;40,36,16,-40,34;16,7,-36,-5,-11;21,-46,-38,33,-13
12,-4,17,-3,0;18,-38,-1,39,9;15,-37,-23,4,-34;-19,-32,-11,18,8;-21,34,-43,-43,25
0,-15,-20,-43,-2;2,24,1,38,28;-22,-21,0,-31,17;-10,-15,47,0,23;9,4,46,-10,42
18,-41,29,-8,-28;47,23,49,27,38;-8,-7,9,-10,-16;31,-33,46,-39,-18;-14,-28,21,47,29
37,31,-45,32,2;-1,-31,14,37,-37;46,-12,-34,28,46;-12,-19,-49,23,8;2,-21,1,-11,-37
34,-16,2,49,-15;40,-13,-21,6,-9;30,21,-6,27,-48;-34,30,-48,1,-30;-25,-19,39,-48,-6
-4,-25,17,-48,-4;33,36,37,41,-10;44,-37,-40,8,19;3,8,-40,34,-5;-19,30,-3,22,49
-17,-22,49,-2,26;1,50,7,15,0;-38,33,42,36,10;17,48,-15,-45,-3;44,20,-45,36,-41
37,32,-47,-11,-50;45,-16,-43,-43,31;47,24,41,13,27;27,-42,-16,34,24;-10,13,26,32,36
21,-40,2,-33,-38;-6,-9,-21,-44,38;9,-46,7,15,16;12,-6,-50,-46,-3;-31,-12,-7,-6,-1
39,10,34,-26,24;0,-9,-41,20,-20;12,21,-10,-1,17;-33,-31,5,-22,-22;21,23,-24,17,22
-13,-43,44,11,19;-26,2,38,-40,3;-32,-37,-41,-29,29;-13,-25,-48,16,12;-20,0,-28,24,-2
-50,-7,9,32,35;47,-33,50,44,-43;-39,10,20,22,22;-14,13,-37,18,6;22,31,23,11,20
8,-48,42,36,-45;21,-15,-40,36,-21;-41,-49,-30,33,49;7,8,-28,38,-26;-50,-35,22,29,-20
48,-2,-17,19,18;-27,36,-5,8,16;-28,15,-49,-7,-35;-5,15,7,11,23;-2,-9,21,33,18
12,36,7,44,25;-49,22,-22,-46,-28;40,40,-1,24,36;48,18,23,-27,7;-46,20,33,30,5
16,21,-18,-27,-18;-40,40,-21,-49,-43;26,9,8,24,-34;42,-41,-40,29,-35;-42,-18,-7,-17,26
27,-37,-13,-32,-9;12,20,-30,34,47;-2,25,50,-32,3;26,-45,-39,22,-41;-44,39,-9,-3,-7
-47,18,0,8,-20;-17,3,12,6,16;-47,-29,40,46,1;46,-11,-48,-29,-38;27,0,45,-36,-26
-3,26,4,4,-40;49,38,-49,26,25;44,-41,-4,-3,10;-46,-30,-43,-21,31;28,-12,13,16,9
-31,-11,-12,-28,-50;-14,21,-31,-30,-26;46,-3,-42,19,-18;-11,-30,-40,-28,-10;-27,38,-20,13,-50
50,7,14,9,-17;-2,-6,43,-29,-22;-33,-26,-19,24,46;-16,-16,47,34,-18;38,-44,37,-38,-5
38,-31,-3,-4,27;42,-24,-33,-20,-15;-33,-50,41,33,18;23,28,39,26,-12;-41,-40,48,-41,-30
41,-46,-30,-22,-32;33,-4,-24,2,-17;-48,-26,-2,-8,-19;11,33,18,34,41;25,-4,-27,-29,-15
-17,-29,-11,-2,36;-39,-15,1,-41,-38;40,23,-15,-28,7;45,4,-42,17,33;-30,-34,42,3,-6
40,-36,-12,-2,46;29,23,-1,48,17;-5,9,9,42,-22;2,37,-19,-6,-41;9,36,50,20,25
13,-8,40,-19,-16;-2,10,-22,46,-36;-2,37,-23,-14,-6;24,44,-6,40,31;50,32,-25,29,17
-50,23,9,45,23;48,8,4,49,2;-2,4,-48,-37,-33;33,-29,44,14,-24;-26,-5,23,-39,-11
41,-25,44,47,5;-10,17,-4,14,48;-21,39,42,42,-14;28,37,22,45,-8;-45,-47,-49,33,-11
25,17,44,17,-19;6,9,12,-47,19;32,-39,36,32,12;-33,33,-9,23,23;15,37,5,-21,-15
7,20,-20,37,-22;-12,19,-46,8,40;-28,6,-38,-28,33;38,15,-43,-41,-33;40,-23,-36,-29,48
13,-12,-45,33,-1;-13,-37,37,11,25;-32,14,-10,-15,49;37,-42,11,17,7;41,-8,15,41,-27
-6,36,23,17,-4;-49,49,-31,50,47;-44,-47,40,43,12;-36,19,31,2,-33;15,12,13,32,28
-9,17,-17,-18,-36;-47,-32,35,24,-12;5,12,6,-2,-24;-41,6,24,-48,15;-11,-24,-12,-4,43
-48,-11,29,47,-14;33,-29,19,21,-10;-50,-29,-8,19,13;-25,-41,-11,38,-16;8,-36,49,-25,-27
3,44,50,-23,38;50,-37,-10,-19,32;42,45,11,23,-18;-7,-19,18,26,-29;30,-26,47,10,42
50,-14,-32,-38,27;-25,15,-42,34,25;-8,11,-14,24,11;36,-10,49,-15,-28;50,4,43,17,-2
-13,-49,48,5,8;-33,-26,-44,20,-1;10,-41,-40,23,-6;44,11,20,-39,-24;29,18,33,28,-20
-20,-8,6,-31,16;-29,16,-7,-26,-42;38,-32,8,23,-11;26,7,11,35,48;-25,38,9,50,-17
-50,-34,-3,27,-41;-14,50,-19,-11,13;21,33,44,-35,27;36,28,-21,-27,27;-36,-39,-35,-42,11
-38,30,-8,0,2;-2,30,-50,-30,-39;-10,1,-28,33,-47;-28,-14,-19,45,40;49,49,-17,5,47
-15,-21,25,-24,37;22,-38,-27,18,29;-8,-30,-10,16,14;-27,-21,33,6,-12;36,-42,-33,20,45
-32,16,39,47,-41;-33,49,-18,32,11;2,18,-18,24,50;-12,-45,-21,28,-8;-15,18,-13,6,50
17,-34,-37,41,2;37,31,28,45,-20;-49,31,31,50,-34;47,-24,33,18,-19;-37,-46,47,-37,-46
13,-8,-13,32,36;-12,32,-42,31,-41;4,-8,-37,13,-39;-12,11,-37,-47,17;41,16,17,-42,-22
